#FOFID pos_x pos_y pos_z vel_x vel_y vel_z
#integer kpc/h kpc/h kpc/h km/s km/s km/s 
2056 46127.410156 1927.373901 17567.865234 75.243874 -46.166649 78.108986
2057 39156.597656 68316.812500 33207.953125 5.295753 91.700050 393.868256
2058 26948.291016 50615.894531 6177.284668 -207.394318 -79.495827 -53.512684
2059 5404.264160 35932.359375 50698.933594 216.877213 90.409988 28.459171
2060 38996.156250 12094.057617 55611.968750 -67.120239 -81.031418 -132.782349
2061 4645.568848 58113.742188 27881.275391 -45.881351 -42.407990 357.749146
2062 26632.587891 61870.472656 27481.580078 71.139732 -145.848114 205.896439
2063 5057.020020 31069.474609 61516.316406 121.831619 265.727295 -47.364429
2064 69261.093750 22023.863281 19940.373047 485.883911 55.073868 423.652802
2065 29391.544922 70643.460938 33273.015625 157.353775 9.875570 65.558083
2066 13746.633789 9991.458008 31789.345703 -287.143280 259.961548 -345.087738
2067 20672.542969 58745.269531 66349.945312 -369.935913 36.292366 -152.251938
2068 32338.107422 32280.726562 67747.875000 64.666252 28.513512 -60.576962
2069 4916.112305 25579.845703 12776.734375 -443.345184 129.149826 157.474930
2070 68058.210938 74040.109375 53105.175781 -60.031521 -312.925781 -179.087006
2071 24869.992188 46441.824219 8745.802734 -123.174782 -71.198898 -102.973793
2072 57607.472656 11144.906250 28514.984375 346.634338 30.802080 229.117371
2073 62072.367188 48965.519531 26417.345703 75.494682 80.211624 44.838886
2074 27684.656250 60322.468750 62241.472656 -204.072906 33.751556 -214.750778
2075 45064.132812 18704.972656 41305.410156 53.927582 -151.837357 156.189484
2076 50430.289062 8348.985352 38678.222656 243.077469 -157.583237 -148.706375
2077 57755.812500 26383.640625 2111.166016 -9.001295 181.941559 18.905819
2078 7623.233887 42432.425781 49471.105469 206.496521 287.087524 107.684433
2079 20845.142578 55398.031250 40049.722656 39.264786 -247.145691 203.681534
2080 16464.601562 34544.269531 59419.015625 -85.007126 217.863876 -131.588837
2081 14047.847656 11623.275391 59747.906250 89.248817 286.831970 36.008080
2082 40295.503906 69363.453125 31624.585938 18.029730 -36.425648 390.159515
2084 24966.376953 22712.224609 43112.480469 -88.297607 221.685776 -79.973679
2085 45897.222656 29666.410156 57919.304688 -252.129578 99.285179 -65.660522
2086 38969.019531 71474.648438 39240.839844 20.510088 -218.438797 -95.592834
2087 68623.562500 22724.261719 24106.207031 233.810883 -426.483246 -269.856598
2088 17858.128906 60491.312500 70957.851562 -45.175011 -179.224365 56.785255
2089 19671.908203 46282.593750 50690.945312 -18.013697 618.509338 -569.627930
2090 53225.621094 19869.958984 4432.299316 -22.227667 -2.893787 0.799044
2091 2856.180420 32065.250000 26215.771484 82.647530 -135.460052 -258.580414
2093 6229.804688 34656.164062 44229.726562 198.468582 83.142471 66.558578
2094 19873.992188 25611.337891 8496.888672 -220.750732 -64.252289 0.221503
2095 1249.667236 44776.523438 55784.308594 217.481949 190.114166 -227.354736
2097 53227.949219 6909.564941 62936.613281 -89.822258 -69.730232 -170.067200
2098 25562.843750 22330.214844 34164.312500 -183.904343 -67.334183 87.272614
2099 73533.546875 59607.554688 57941.808594 -123.539795 -157.724640 -513.085388
2100 16752.664062 2961.655273 13067.527344 200.288773 74.692970 108.258842
2101 17344.615234 38214.054688 52916.390625 84.123795 282.438049 -52.878006
2102 69336.187500 15786.625977 27538.097656 263.575684 -157.511703 -481.741211
2103 18358.654297 45303.773438 71839.968750 -245.050369 201.297531 -214.037140
2104 50225.542969 73027.210938 59663.925781 -100.717720 23.834438 -170.605301
2105 60389.617188 68958.476562 46539.628906 -20.481169 -107.901939 -257.018280
2106 18064.933594 50280.375000 49879.304688 -133.761551 -739.215210 -333.482819
2107 46343.300781 30340.933594 15259.379883 109.666580 5.876192 -13.645916
2108 51607.199219 70419.492188 11919.783203 -48.529533 157.289505 9.666023
2109 69187.773438 16548.410156 55815.121094 102.742500 -62.110195 -83.779816
2110 67894.828125 61789.546875 52797.609375 217.445755 -465.790253 290.454895
2111 35469.691406 57932.332031 47504.542969 -164.097916 236.803711 -147.259094
2112 9046.937500 35000.371094 16661.830078 -248.294830 -167.013916 39.388367
2113 43388.652344 60955.394531 31044.404297 6.453042 106.805489 196.935318
2114 6344.070801 15344.134766 59785.453125 245.957092 136.580444 40.913906
2115 40480.617188 68320.632812 30521.884766 17.424938 18.093807 371.277405
2116 59445.910156 7901.487305 15485.556641 75.769943 117.176964 113.143349
2117 8372.717773 30825.373047 14457.947266 -312.628662 -228.303848 20.607199
2118 53696.726562 2157.127441 35656.152344 255.344482 90.892868 218.732101
2119 37179.074219 73362.421875 69778.773438 -321.488556 475.846741 24.319967
2120 22234.890625 43784.972656 37128.488281 -200.446457 -75.887939 257.074921
2121 8326.109375 43373.003906 25685.306641 68.298119 -282.413361 282.162354
2122 29196.367188 22764.125000 26207.818359 -335.294769 -159.570923 214.347824
2123 41668.605469 635.430542 72727.812500 -380.618134 -387.316040 -250.028564
2124 9158.647461 72949.000000 7158.976074 441.211304 -5.028396 57.803387
2125 20192.263672 5179.231445 26284.087891 -3.700366 278.745911 -81.752739
2126 50106.945312 1895.597168 35101.066406 203.174454 -70.879692 258.088745
2127 2946.661133 28459.177734 48696.441406 240.516068 125.642227 -23.246458
2128 17569.021484 19515.130859 6586.902344 -208.691544 -96.044266 12.637335
2129 14675.715820 18362.738281 8979.520508 -130.800934 -27.163273 -104.459396
2130 63355.199219 64124.609375 33268.550781 63.411114 157.147873 192.056824
2131 23477.958984 8205.319336 1089.883545 -108.770699 -435.634216 -7.866778
2132 4725.549805 41351.769531 54174.843750 278.176270 245.178574 101.862595
2133 8522.329102 5526.483398 34546.320312 -20.112560 320.427521 -24.840956
2134 31301.281250 56853.339844 42989.933594 -51.621403 -25.128960 55.097382
2135 70590.210938 41577.457031 73242.710938 185.864716 -205.344650 62.682648
2136 39308.203125 13891.790039 35704.937500 -53.063633 -89.988632 105.701935
2137 22872.035156 41937.679688 47243.304688 -76.365334 330.834991 101.889053
2138 19872.888672 21728.523438 18669.275391 -200.315918 -106.065147 114.978745
2139 45876.390625 16251.761719 9646.790039 83.782852 18.873074 -22.367714
2140 43602.687500 54337.835938 23861.470703 33.289635 21.495386 245.925049
2141 17940.322266 47693.621094 51868.710938 178.925858 17.572746 -601.006226
2142 44655.593750 32536.130859 35054.156250 -224.787430 -74.914726 32.291550
2143 73965.687500 16991.589844 25734.033203 190.177124 670.627563 -90.397484
2144 7954.571777 25380.332031 23387.529297 -187.365280 -225.669952 -49.641151
2145 21720.449219 56856.500000 58197.593750 -160.229034 -364.435547 -348.913757
2146 66408.468750 97.130096 43535.558594 -114.789017 47.109112 -159.762512
2147 72937.664062 16970.494141 25625.064453 -19.770988 33.440033 -399.283508
2148 44895.457031 20718.839844 67852.601562 -163.991577 46.340469 5.386784
2149 37262.128906 3721.679443 59298.148438 -67.966217 -70.596581 -28.533878
2150 71219.640625 40544.097656 74493.914062 158.384232 -235.539505 31.890612
2152 10398.588867 12735.961914 41584.222656 23.240179 -40.764114 -297.565063
2153 66290.546875 28055.591797 21598.001953 246.149063 -201.744736 -84.997200
2154 13514.703125 55842.093750 68719.968750 -92.367126 -209.695587 -145.824234
2155 20762.843750 58263.992188 66124.726562 -433.428070 87.741608 -81.781342
2156 14805.169922 39175.191406 43191.953125 181.393646 213.535400 71.221527
2157 69392.867188 47895.921875 37903.671875 203.375748 187.778076 0.728923
2158 285.903229 47087.957031 31414.847656 194.676636 27.003103 55.008842
2159 23541.845703 34685.378906 43171.511719 -644.588989 191.710068 246.267334
2160 31804.216797 3997.282959 34616.253906 138.662918 -154.136505 -90.533028
2161 13875.037109 30920.253906 6449.319336 -319.688385 -107.813179 -35.917316
2162 12219.431641 50164.714844 71449.843750 76.847252 92.127525 -512.742615
2163 30928.833984 37156.214844 58091.195312 -120.818932 163.822372 -257.623993
2164 62621.843750 52517.519531 63690.664062 197.333832 -33.568302 -287.634003
2165 1684.165894 46118.164062 3485.045654 155.031799 -127.107048 -118.673752
2166 48538.945312 69905.679688 43686.238281 -107.703575 -194.297928 -27.476730
2167 20560.371094 35653.496094 37474.246094 144.361313 -112.062881 189.886673
2168 39697.242188 66824.039062 44154.031250 234.272186 428.612152 -500.284912
2169 15568.487305 38111.136719 59913.582031 -184.089142 201.386490 -171.581528
2170 54305.187500 43263.980469 25277.640625 24.336061 190.372803 311.208740
2171 74402.460938 54572.347656 43634.390625 46.270542 -210.347168 -87.014641
2172 11280.394531 7293.527344 4127.271484 216.410614 -82.902199 188.675308
2173 13383.955078 59126.597656 156.368530 190.590790 58.546177 -449.205231
2174 32146.335938 31503.888672 68465.687500 54.362400 103.542870 -31.619896
2176 23372.197266 38268.347656 44879.070312 -90.338600 -180.615875 -246.514084
2177 24773.052734 36745.046875 49348.539062 -101.571930 337.192291 -229.847137
2178 52198.531250 18552.642578 15271.613281 220.022598 61.136906 -21.465103
2179 3438.935059 22538.259766 67654.539062 351.817291 168.951035 -163.964905
2182 67333.875000 48786.304688 15326.578125 140.797974 -51.967659 76.198082
2185 11583.895508 528.304138 16904.009766 124.483543 225.275055 -85.029823
2186 22383.154297 24860.753906 2720.405762 -254.506989 -59.842388 -55.122147
2187 11128.700195 52274.843750 43553.000000 -49.181984 -512.854675 455.991730
2188 4901.609863 63259.242188 9606.346680 155.660400 48.018600 -109.278046
2189 8772.500000 74871.726562 38994.191406 -124.637932 199.895737 -106.961121
2190 51143.425781 11079.632812 38721.308594 279.183685 -225.758362 111.597778
2191 72204.140625 61689.816406 65085.199219 246.038986 -179.536804 -338.738190
2192 73857.851562 41300.140625 41499.750000 280.244080 156.662720 28.915434
2193 41580.640625 38853.429688 43653.457031 -228.870621 -8.174176 12.825285
2194 40310.910156 67237.429688 40616.546875 203.987976 24.062128 593.252930
2195 34347.484375 64244.531250 37091.988281 242.916260 -19.392391 110.129227
2196 58626.117188 61192.375000 5031.631836 34.644234 0.795241 122.600464
2197 68635.687500 17128.791016 6981.313477 115.912186 212.855499 153.984116
2198 9401.524414 10209.319336 9051.419922 147.959290 2.092108 203.241516
2199 21974.693359 12014.835938 29349.181641 -238.451797 -46.908642 -51.259514
2201 63578.257812 985.080444 43451.718750 -12.888900 116.675514 -338.485748
2203 39854.863281 1289.825195 70239.632812 -649.511047 105.297142 369.038208
2204 36657.914062 59397.531250 47532.257812 -194.705872 156.983978 -167.761963
2205 68776.210938 57292.476562 30671.443359 69.750214 28.065489 135.580505
2206 34891.281250 68683.085938 68135.656250 -256.083557 312.713776 -116.836670
2207 39475.988281 17994.640625 59630.285156 -37.913155 77.884727 -92.671585
2208 27463.466797 60102.820312 5029.002930 -207.007706 94.000023 -179.275391
2209 11242.973633 38083.460938 63067.203125 32.167576 -115.761864 -413.017303
2210 4850.161621 36487.312500 48169.777344 278.768311 85.013420 91.391891
2211 18016.990234 51375.835938 66061.898438 -310.331207 206.953278 -248.119049
2212 6382.727539 12861.063477 11574.251953 105.971039 178.938049 281.852600
2213 9229.702148 14167.628906 11780.776367 36.408592 85.291740 171.411606
2214 20147.708984 48190.578125 72644.515625 -127.756302 -66.349472 -221.651611
2215 55018.921875 73759.289062 57084.683594 -3.880908 -63.274086 -205.790237
2216 57986.882812 45787.949219 25815.791016 -93.951431 -14.130408 16.975195
2217 19995.164062 68951.867188 33415.203125 81.035164 -16.407152 14.596634
2218 37085.554688 53191.472656 57245.019531 -191.815826 8.800496 -225.948669
2219 22588.886719 11626.330078 64161.562500 85.828995 53.297653 43.674965
2220 1645.012085 52807.531250 58827.851562 44.826126 -27.416178 -415.037292
2221 57594.082031 6127.262207 35044.875000 -139.132980 89.484840 379.285614
2222 51160.210938 37087.988281 73738.687500 -204.199203 33.138103 15.031493
2224 32444.341797 69699.945312 49136.292969 222.752289 -155.026047 31.187883
2225 21398.175781 7762.309570 25926.560547 -340.221680 76.267548 148.587891
2226 27077.546875 1131.014893 74781.328125 168.656296 58.331486 44.841782
2229 25330.220703 5147.509766 1343.006226 -170.310089 -18.870262 -195.975327
2230 29658.572266 23402.861328 42964.085938 -131.769089 42.429428 18.101923
2231 2868.953369 6979.221191 37911.777344 96.953850 -23.155813 -148.714813
2232 5163.577148 52905.875000 67093.046875 194.394836 -33.480747 -184.161407
2233 66570.359375 64031.601562 15531.491211 15.408876 -16.831131 137.644638
2234 74383.617188 11396.356445 24712.427734 183.391800 473.691315 219.830490
2235 15896.602539 48155.707031 40239.398438 -145.524841 -40.195705 526.923279
2236 72390.554688 58739.511719 58018.667969 -366.628723 -206.761429 -383.553314
2237 42503.246094 12045.269531 45546.445312 16.394577 -60.874378 29.010777
2238 58989.546875 46287.777344 34492.343750 33.082745 71.387741 -8.548751
2239 21715.359375 49128.386719 48537.328125 -268.077057 -800.454346 499.386505
2240 12582.931641 72406.625000 8573.535156 244.855453 148.643158 -167.159042
2241 6568.847168 53247.718750 39790.109375 -23.627316 -333.520447 318.458313
2242 35797.945312 2527.489502 64125.621094 -131.472000 -171.291122 121.406944
2243 1119.111328 20943.365234 22320.484375 -273.523682 32.273670 75.867676
2244 12548.056641 42671.496094 1783.512573 33.347260 102.436234 -75.062042
2245 25962.781250 37909.671875 43315.390625 -475.060577 -314.728241 419.389740
2246 20121.261719 66207.234375 70286.195312 105.779663 -198.162994 266.744598
2248 24570.291016 34131.449219 42788.621094 -856.874268 18.975563 208.204254
2249 4947.825195 46998.085938 7968.455078 24.893707 -116.603310 -92.401894
2250 3695.579834 57664.429688 2875.449951 185.371048 -79.735092 -171.269455
2251 62237.921875 51357.425781 39242.136719 112.421692 128.071198 92.883095
2252 71184.445312 19157.181641 25171.968750 502.613770 319.749512 255.622101
2253 4419.914062 35647.726562 62461.335938 289.716705 -29.473913 -128.430038
2254 13527.340820 51033.851562 58515.753906 96.369499 -45.622337 -151.580719
2255 14211.364258 61029.835938 57407.800781 53.626717 -363.139771 -33.232948
2256 58025.925781 47770.406250 54110.292969 102.433708 228.934875 125.027290
2257 7444.411621 34267.574219 70291.046875 112.911522 -100.680344 12.429830
2258 72179.085938 65978.531250 62961.621094 95.184151 -245.000992 -249.335648
2259 8608.314453 13989.852539 62579.605469 168.011780 427.221436 -100.253769
2262 60039.871094 13323.273438 41881.187500 -49.634315 -296.239624 -248.847549
2263 49610.894531 16992.974609 55333.679688 -70.435753 -77.164536 -103.491920
2264 52650.972656 71430.203125 28070.220703 207.781219 -192.081284 164.031570
2265 14291.182617 38075.968750 60716.761719 -188.065659 188.574570 -214.645386
2266 39590.058594 47170.246094 35514.085938 -108.931992 48.717098 137.651337
2267 31688.789062 10433.387695 6817.714844 -259.096924 -62.677891 -46.076942
2269 40895.488281 69234.031250 41695.468750 224.169159 -370.700562 145.879089
2270 43657.859375 19157.013672 38535.398438 31.684168 -94.619980 155.992966
2271 70192.570312 71632.453125 49396.785156 -95.010757 -83.567863 -58.898808
2273 2378.842041 2219.056885 26730.931641 16.509081 250.513824 80.935120
2274 2974.415771 29727.207031 59903.371094 243.851456 197.377380 68.191971
2275 26126.097656 11278.845703 13231.680664 -396.371460 12.468972 -196.452911
2276 29778.066406 17819.757812 28584.621094 -332.164642 27.116508 183.120819
2277 45635.167969 30915.871094 33271.128906 -0.580438 42.609810 -9.116689
2278 5286.151367 58338.820312 66090.593750 121.241608 -141.609390 -227.184769
2279 25103.886719 45260.792969 8595.799805 -238.526047 45.695919 33.358669
2281 38877.066406 51313.941406 39906.722656 -164.780228 68.432884 15.213900
2282 18507.371094 36587.050781 1841.785889 -171.837158 -23.532423 -59.464039
2283 67122.773438 64999.804688 41822.800781 -135.690674 -103.951584 -132.817657
2284 18384.167969 44333.210938 71427.359375 -69.900467 180.826569 -208.603729
2285 2871.311768 36415.746094 27208.833984 275.267059 -119.323776 -104.864685
2286 44579.105469 31513.554688 35627.921875 -75.274498 143.261932 30.133087
2287 32534.937500 66332.968750 3788.326172 -231.280899 196.829346 -115.013458
2288 21808.570312 66982.867188 17411.650391 -151.811569 146.106537 60.087818
2289 49273.433594 39793.164062 29845.244141 22.785622 -49.163208 -147.976288
2291 67670.234375 69269.515625 50584.187500 91.885300 -335.813629 52.340885
2292 71026.875000 72902.359375 37008.992188 -74.335579 112.832466 35.560528
2293 29906.171875 18401.859375 21407.027344 -288.284882 29.767475 76.468224
2294 52251.242188 19195.095703 8802.515625 127.980278 69.380219 37.627743
2295 37662.488281 29598.554688 70981.117188 -81.401474 103.551918 -12.819545
2296 9478.488281 12652.140625 36103.820312 -53.648659 -105.022499 -357.505035
2297 13053.907227 3709.839600 2897.155029 171.394211 -53.795017 173.715195
2298 21830.435547 28971.333984 56560.644531 -37.465118 -35.148655 -226.606155
2299 26315.722656 59165.519531 21660.693359 -161.117386 96.759010 220.343643
2300 46139.027344 74253.367188 35125.628906 104.407394 -115.137039 246.837143
2301 46266.273438 69617.242188 43485.644531 -296.440826 -478.782227 -304.624146
2302 69122.210938 60966.703125 39969.015625 287.901520 -132.252014 349.620514
2303 44273.066406 34397.039062 74296.171875 53.565022 214.974472 -208.674103
2304 4520.828613 66521.000000 68746.492188 174.629684 -297.804413 42.882446
2307 29514.955078 52880.582031 49212.039062 -281.079987 -103.162140 28.312458
2308 14651.782227 16903.060547 45674.062500 61.494267 59.006783 -138.706543
2310 74590.140625 53064.597656 69797.617188 298.357300 52.035286 -210.039764
2311 69113.312500 72413.945312 71134.109375 112.425072 -100.513161 -60.158710
2312 33285.074219 45451.640625 5960.824707 -135.666687 -71.884155 -79.111748
2313 14970.581055 16527.685547 58410.847656 -61.844433 106.753311 108.297989
2314 17269.671875 1130.911133 16108.544922 -37.404106 267.183105 -188.868179
2315 5015.233887 33852.691406 2753.663574 -44.928524 -279.515411 129.485535
2316 34054.542969 16114.795898 53089.800781 -82.547920 29.102217 -78.880493
2317 66947.250000 60081.597656 32082.914062 4.845848 90.874481 193.164490
2318 50467.042969 65239.687500 17552.777344 33.079285 220.169586 202.536469
2319 25128.791016 71483.593750 59106.968750 189.317078 -71.474014 33.266647
2321 40380.554688 2638.467529 56682.140625 19.820904 -96.722687 -80.750793
2322 53321.085938 51470.628906 50874.593750 55.036003 159.098343 30.329247
2323 35670.437500 74446.070312 36123.601562 311.921722 13.654451 294.169891
2324 6042.836426 52288.062500 67886.671875 232.887802 -62.940346 -178.583603
2325 55159.921875 3666.341309 14217.430664 -93.675781 -4.059250 124.823761
2327 74082.859375 35588.539062 72182.914062 183.562927 -116.359497 179.181198
2328 42662.785156 37869.199219 49541.867188 -243.917786 42.598858 95.574371
2329 10877.739258 14432.129883 63794.035156 -30.096342 343.523499 -135.538727
2330 69857.335938 16569.062500 1471.552856 129.249771 153.402481 27.625212
2331 23682.412109 18162.656250 24799.351562 -284.291626 -41.344097 186.356339
2332 12729.227539 53467.859375 66520.125000 267.695740 -88.306038 114.970695
2333 25069.468750 49834.699219 10055.965820 -123.806496 -8.564178 -123.935364
2334 49042.703125 18350.421875 54028.398438 -127.436714 -228.376129 -59.540432
2335 33550.746094 7174.944336 38240.726562 95.653076 -314.608612 -105.858795
2337 11379.039062 24647.427734 5674.683105 -82.197739 54.489277 46.191475
2338 47923.042969 66320.367188 63954.886719 -53.442314 51.543251 -86.435600
2339 14878.026367 5225.194336 7934.092773 211.705841 -126.648430 125.257668
2340 12252.893555 23694.806641 27449.130859 -22.838533 -49.521290 -370.621948
2341 66963.406250 48900.445312 14353.832031 148.839523 -63.461903 88.213341
2342 40092.507812 34812.699219 59121.679688 -47.415821 264.036438 -154.797318
2344 56375.085938 74210.835938 38851.031250 277.731201 221.311249 -83.391968
2346 59252.542969 16177.082031 31604.658203 237.093384 -257.705627 -118.428993
2347 21253.498047 20152.585938 21452.607422 -279.412933 -170.516312 134.191605
2348 60086.226562 58148.898438 24170.324219 102.347786 74.729584 196.885696
2349 7998.837891 34223.687500 58256.839844 -30.907564 109.686600 366.801544
2350 9637.040039 13531.885742 36855.906250 123.100266 -90.391357 -297.261322
2351 67251.890625 42398.050781 8283.950195 184.210907 -176.166779 -48.805683
2352 28075.863281 19781.089844 23919.689453 -245.570511 -73.093460 145.088287
2353 27620.556641 42884.957031 52240.746094 -383.362366 -56.789474 33.305084
2354 71399.468750 18089.794922 27040.925781 355.783081 149.194122 -139.928726
2355 14922.174805 74571.687500 10754.497070 311.983673 262.310516 -105.964363
2356 53024.242188 2681.876221 7000.033203 -124.295921 36.804459 109.429985
2357 23159.085938 11699.198242 3105.951660 -224.398132 -286.342041 32.937397
2358 2626.104736 24348.781250 25211.107422 -64.798393 -280.705200 -443.865662
2359 46842.750000 5235.747070 4944.208008 -163.393158 22.948462 -89.146271
2361 514.301819 38425.230469 46685.792969 327.938660 105.271172 56.021774
2362 50691.332031 36002.968750 29527.238281 -83.564011 -35.617832 -246.066422
2366 12164.773438 17352.869141 60828.847656 -224.913177 247.655197 -57.842487
2367 67248.976562 42874.726562 33376.765625 130.018097 76.084595 -21.181454
2368 6138.767090 50292.437500 38656.328125 198.620712 82.927452 415.038025
2369 46421.761719 34400.734375 42078.378906 -198.850677 -37.789833 13.901601
2370 11143.461914 71025.179688 1778.183838 303.627777 -115.278458 45.346928
2371 26194.535156 47296.968750 46063.515625 -508.733185 31.220276 267.984497
2372 17099.427734 60400.058594 71437.843750 -97.913986 -214.067841 67.408836
2373 69697.875000 67598.820312 13234.107422 130.069229 -6.540818 42.143604
2375 59978.312500 64030.910156 22475.123047 -61.718147 114.567497 136.971634
2377 59181.441406 31640.533203 24050.042969 46.312794 -279.991913 -20.136309
2378 62981.683594 51669.128906 16537.164062 139.440002 -40.083015 128.888550
2381 62676.488281 72954.945312 52558.980469 100.236771 -148.593811 -177.694168
2382 59278.195312 2125.212646 37123.464844 -187.714645 -303.305511 341.252533
2383 19135.310547 52342.695312 54965.347656 37.321548 -52.506020 -318.476715
2384 18835.929688 17262.431641 28137.298828 -256.599396 3.501750 -48.722122
2385 64318.593750 73771.703125 45444.312500 -19.000647 46.324184 -138.601273
2387 31322.328125 74206.898438 71717.796875 17.038641 257.333893 -159.623474
2388 31041.179688 57227.492188 42604.554688 13.236856 -12.101278 170.006760
2389 49369.765625 12838.458008 4081.189453 35.322430 10.324718 5.193186
2390 56239.179688 68989.820312 43149.335938 -165.328140 174.280472 -149.448395
2391 38624.257812 64262.925781 45127.382812 268.839752 212.510834 -318.089325
2392 22489.533203 8948.594727 29440.972656 -150.361588 87.136841 3.676602
2393 54070.187500 14286.087891 52569.343750 -37.108219 -190.160736 -172.519501
2394 33624.132812 11721.613281 39889.164062 -59.723598 -110.396873 -39.317730
2395 27101.710938 66104.593750 540.153809 -307.657959 120.863167 -298.498444
2396 20401.167969 50608.394531 52359.390625 -392.408569 -120.248901 -586.896729
2397 74774.125000 47919.714844 64512.632812 252.185562 82.473724 -242.795746
2398 35769.097656 28386.486328 11913.661133 -109.014549 4.690926 -70.347145
2399 69978.125000 2920.627686 45446.500000 -61.411293 -185.519867 -340.366638
2400 6059.488770 19787.472656 15302.582031 -103.624702 275.342072 372.339417
2401 73229.164062 11030.726562 32763.533203 -56.504601 75.747421 -255.814713
2402 24869.244141 19111.542969 26937.189453 -340.826630 -97.821800 271.121155
2403 73216.226562 55749.539062 54616.003906 111.931419 184.734772 171.221558
2404 47132.613281 34859.824219 72727.078125 -96.949753 111.434563 -438.182404
2405 15282.529297 11192.509766 52786.000000 1.294135 165.053146 -49.899830
2406 38281.683594 71773.648438 47147.316406 -19.133015 -270.368103 -283.170349
2407 5961.525879 28040.234375 7982.848145 -99.613792 329.306793 227.162521
2409 56557.304688 25113.460938 40579.976562 -28.164675 -210.911102 -112.986206
2410 11785.488281 32046.228516 28098.037109 -74.036255 -157.583710 196.645126
2411 9902.341797 74432.281250 38527.769531 -143.945267 121.120651 -15.056464
2412 61189.132812 50901.664062 41188.222656 86.345543 210.886963 -44.817986
2413 18109.187500 69322.445312 49868.113281 68.225159 -161.657532 17.393579
2415 13585.710938 57841.441406 847.992676 126.403473 119.741638 -417.405640
2416 56316.437500 24523.662109 40438.886719 1.102843 -170.892868 -121.255768
2417 15762.383789 40953.562500 31728.832031 -321.539795 83.674667 166.485764
2418 47955.812500 19169.837891 53658.375000 -97.613716 -141.749466 -22.257330
2419 18754.394531 47504.921875 29419.298828 -38.427174 -195.457306 336.613525
2420 10800.407227 21385.906250 67586.562500 -73.853752 -9.517968 -64.085136
2421 21090.443359 24752.433594 41549.000000 -10.850240 175.778931 -143.324036
2422 33923.496094 65477.617188 50831.667969 155.444702 -156.223343 20.666422
2424 12846.187500 67332.281250 74253.750000 360.292542 -110.614021 -64.362274
2425 57647.105469 74322.664062 54408.449219 65.621613 -67.227486 -235.410370
2426 28010.474609 40298.355469 41022.070312 -259.368164 -192.220062 323.482574
2428 25807.414062 841.054810 893.928406 -125.925400 204.892639 -231.284958
2429 36373.089844 13321.340820 49302.062500 -36.712189 -9.167179 -5.527950
2430 43157.402344 46497.070312 51350.175781 -349.430817 62.928082 57.184788
2431 71451.250000 56913.277344 74820.718750 231.529953 -35.765522 -154.601028
2432 38305.136719 72390.125000 36499.421875 372.035400 -320.793457 307.504578
2433 28683.851562 39299.101562 41752.394531 -412.876526 -33.429905 292.565765
2434 10292.830078 71307.492188 37233.230469 -93.127342 70.708832 25.235380
2435 1560.223877 30845.136719 23885.857422 183.297394 -364.075867 -312.185211
2436 6925.805176 49851.269531 46487.671875 534.406006 463.470856 87.096191
2437 22296.423828 25976.257812 3600.195801 -219.014832 -27.611837 -69.896263
2438 3058.030273 49571.746094 18225.105469 14.854374 -109.254059 105.598679
2439 50204.433594 6122.683594 11642.967773 -30.416388 14.657432 37.399811
2441 49225.828125 60035.285156 26111.400391 -54.113270 125.515533 307.733887
2443 14929.206055 56916.894531 48904.277344 -25.747713 -582.330505 46.607388
2445 30965.193359 23774.707031 15093.976562 -122.676346 -53.716167 42.694038
2446 41452.628906 31338.669922 933.547363 68.502724 78.310013 -160.592377
2447 9940.108398 73757.914062 46441.816406 -43.955330 -33.515064 -141.818130
2448 61298.250000 13738.198242 36972.910156 51.849861 -334.969543 -311.944214
2450 10087.069336 8441.647461 28282.968750 173.352722 326.851257 137.514175
2452 35179.582031 30844.416016 71612.679688 -96.757561 132.684204 -129.003067
2453 11502.946289 50325.972656 42009.902344 -144.929550 -209.557617 546.571838
2454 22856.314453 17750.148438 28846.320312 -95.214775 165.204437 32.393375
2455 59987.390625 33836.085938 4252.326172 158.377380 -168.532440 -116.844696
2457 9665.644531 71908.710938 73775.882812 334.607178 -151.268875 69.823250
2458 11619.922852 24725.470703 2088.373779 -137.981430 144.267090 77.355728
2460 56909.527344 37369.503906 22871.201172 68.712494 -95.098724 213.004379
2461 45762.015625 39920.574219 63601.042969 -191.717926 6.877686 71.454758
2462 63165.742188 62421.445312 49791.835938 278.582306 -80.127174 79.397682
2463 43964.968750 2095.132080 48602.746094 -38.479023 -237.452194 -177.200974
2465 18515.164062 41633.871094 71678.640625 -223.080032 156.485107 -172.023254
2467 66956.367188 19939.765625 26709.578125 200.588303 -360.689270 -177.784393
2468 16547.251953 25088.945312 55120.007812 169.732376 67.429771 -177.379944
2469 4197.502441 67364.312500 32945.617188 -29.363432 28.121721 113.962334
2470 65113.152344 24478.537109 24674.410156 335.446045 -345.147278 -239.440033
2472 28974.070312 22017.222656 55452.734375 -102.728264 141.855484 -221.768265
2473 37507.460938 45168.089844 64056.699219 -91.250435 -156.607895 -159.525696
2474 10470.422852 36054.746094 12047.212891 -253.462860 -137.786301 -2.153918
2475 73549.109375 54243.308594 29616.796875 26.505730 -93.215073 171.951233
2476 54642.855469 59647.058594 52312.535156 113.475822 139.600861 -154.892227
2477 22494.248047 41691.222656 38535.359375 -174.056046 -116.195518 302.656982
2478 65606.554688 44519.703125 6128.390137 136.431686 -137.989471 4.287468
