#FOFID pos_x pos_y pos_z vel_x vel_y vel_z
#integer kpc/h kpc/h kpc/h km/s km/s km/s 
1750 51134.328125 70237.757812 28029.457031 248.128113 -13.905412 68.808632
1751 73422.320312 64994.214844 63434.054688 82.235458 -251.676514 -234.530029
1752 10232.757812 12035.750977 44766.539062 -4.698288 120.531494 -202.769379
1753 35524.785156 47717.515625 24841.585938 -14.617690 -27.594959 123.018074
1754 67449.757812 68814.414062 2184.307617 99.917473 -93.432205 21.209993
1755 139.787079 21738.826172 70390.539062 184.225845 156.155319 16.187180
1756 47797.640625 19359.503906 40942.855469 -36.899593 -214.379166 -97.567322
1757 58008.027344 3048.565918 56853.070312 14.498735 -41.117344 -196.893784
1758 13398.093750 44964.277344 74973.601562 146.632431 3.347053 -163.358795
1759 15841.571289 48572.304688 41550.613281 -72.192581 -85.321419 326.375885
1760 13777.417969 33657.167969 28885.013672 -230.850739 -83.972961 41.704193
1761 28863.902344 53841.390625 43756.218750 -274.958710 -50.058609 208.906357
1762 13910.655273 45159.683594 752.899292 -35.851635 -99.890289 -160.091812
1763 64315.410156 9512.923828 32876.136719 106.163567 99.467972 84.171242
1764 66922.828125 25070.085938 22868.542969 296.703552 -258.602081 -158.570999
1765 4248.965332 31421.166016 22727.910156 -100.518875 -216.730103 -172.276321
1766 38865.109375 19923.015625 56249.523438 -184.597473 -65.793144 -127.354332
1767 19627.496094 10718.942383 16025.015625 -114.577934 -140.637344 134.219513
1768 49765.929688 64877.222656 48186.140625 -205.082474 53.216099 -299.913849
1769 17693.679688 34412.207031 58876.066406 -134.601746 156.007233 -200.421753
1770 6539.638672 71321.992188 30073.748047 -36.453232 134.867706 80.233200
1771 13667.231445 44493.566406 33288.394531 27.132359 -249.989853 31.834455
1772 16328.836914 36864.953125 34592.171875 172.796036 67.857903 -27.370804
1773 72285.554688 48433.484375 28726.458984 41.688007 -73.811829 52.459335
1774 50067.167969 46597.718750 26894.025391 124.708160 44.007870 -171.905090
1775 58637.718750 14422.766602 25976.095703 415.871887 -61.307560 235.787552
1776 15056.999023 41874.433594 5224.784180 -182.440369 -51.831047 -148.412186
1777 48075.535156 21871.607422 11018.819336 120.645401 -30.094004 -23.070486
1778 73352.664062 31486.658203 3215.327637 250.313660 86.469162 179.216827
1780 2466.543701 25378.529297 20620.447266 -662.595703 -354.870972 -372.118042
1781 23123.808594 35796.136719 38260.976562 -284.270416 -120.916000 523.195984
1782 57500.988281 12621.868164 25888.748047 372.875000 31.063612 258.339172
1784 57542.152344 46886.464844 25612.056641 -49.863010 -109.067444 142.941071
1785 11348.860352 42738.535156 65780.609375 19.832788 57.754887 -155.568008
1786 49456.125000 13478.783203 48851.140625 7.093572 -115.839783 -158.766266
1787 8255.999023 14192.531250 23445.347656 -156.853668 218.697586 119.584763
1788 55872.968750 41759.222656 25939.027344 7.168940 75.552887 -48.283020
1789 31388.697266 40597.300781 38725.562500 -230.328247 -58.811954 428.467529
1790 33199.988281 73141.835938 15928.029297 -137.190964 19.654076 -11.136523
1791 17892.660156 56341.597656 4117.939941 -78.535103 156.646667 -289.095398
1792 15404.545898 63807.671875 73789.906250 295.384857 -265.858093 -39.180035
1793 64441.769531 63822.878906 28867.076172 -60.685032 95.019730 192.888184
1795 72187.812500 69014.390625 13359.715820 83.375885 33.832512 -2.284717
1796 7078.428711 10762.945312 37042.230469 69.560051 160.374573 -253.667969
1797 52500.390625 42214.722656 63536.789062 85.237175 36.240791 91.710800
1798 58364.792969 1801.526245 37701.605469 29.878721 -526.486694 262.469269
1799 17595.099609 67635.882812 50120.847656 34.662735 -202.163651 -14.364126
1800 74138.539062 9970.407227 45975.390625 4.465724 -165.050568 -202.784103
1801 3447.947021 44529.492188 20547.392578 107.385155 -170.804749 132.529266
1802 3020.593262 49837.273438 71533.718750 271.744934 -73.931908 -184.283203
1803 58225.503906 22470.841797 18101.736328 315.041687 -109.404160 93.413712
1804 2774.619629 25998.406250 74579.023438 129.995880 265.939667 86.048820
1805 42915.238281 33912.617188 74763.453125 73.070656 100.426170 -277.071472
1806 59859.507812 44959.246094 61914.566406 13.469130 -151.814972 -253.953888
1807 27957.767578 1345.206421 74460.539062 68.037399 207.247803 -166.182877
1808 57920.316406 31163.708984 64643.195312 46.689888 77.985527 118.125816
1809 71762.671875 10062.859375 33384.585938 13.518504 68.444794 -279.880890
1810 58461.652344 48501.292969 36720.554688 88.658073 23.326317 18.196480
1811 42796.882812 30674.699219 3861.961426 6.726199 4.690527 -240.131805
1812 37983.152344 73486.414062 46039.683594 58.091686 -303.920349 -105.311203
1813 39681.515625 20459.490234 61746.332031 -167.311523 -8.391129 57.872990
1814 36041.277344 13916.240234 7595.284180 -142.756012 -98.588295 46.428684
1815 74228.835938 63020.882812 62447.472656 -11.839921 -305.770905 -239.733261
1816 43.371983 2843.941650 43569.640625 -238.348495 -6.513918 -96.060059
1817 56069.445312 6228.123047 11618.097656 -43.476936 76.006218 155.695938
1818 14176.377930 57167.480469 72653.585938 -17.540543 213.862305 -463.146576
1819 44185.042969 13024.947266 11180.869141 18.210119 -0.959840 -86.896568
1820 1672.847412 56408.753906 37891.699219 50.092648 -180.940643 307.120972
1822 64419.902344 73165.625000 56344.640625 131.727890 -104.326721 -242.209930
1823 33854.507812 5846.506348 35242.359375 -153.276337 -99.784935 350.834503
1824 34243.117188 59727.921875 44632.621094 89.194855 41.187195 43.271511
1826 51186.855469 19321.513672 9804.378906 167.670395 55.614799 4.373838
1827 58399.230469 47934.992188 35915.785156 101.983047 62.879086 18.300478
1828 55225.773438 62137.429688 8283.291016 55.261929 2.677471 68.513458
1829 27301.992188 67862.171875 43961.140625 140.903458 -129.660797 55.486473
1830 21890.654297 29851.244141 38081.269531 184.994247 265.394714 191.660736
1832 23074.507812 46576.886719 51232.125000 -421.145691 -6.506763 -576.669617
1833 5025.021484 36659.949219 59980.636719 296.818787 -63.410255 -26.681253
1834 71082.960938 35354.921875 2733.914551 87.454239 -314.681702 193.052078
1835 65558.812500 52649.996094 40092.015625 153.223343 183.373688 103.220245
1836 41577.976562 18722.212891 58360.230469 -51.483551 25.128092 -109.446617
1837 47895.281250 72407.656250 8400.471680 -48.218124 48.538467 62.721088
1838 40638.449219 51392.234375 13012.944336 -52.645729 -22.594887 105.339043
1839 17979.005859 59584.226562 69144.546875 -194.252731 -119.222542 -236.414413
1840 7333.535156 41411.757812 47784.222656 229.048004 233.207245 118.823143
1841 34455.085938 40508.691406 54743.003906 -270.001221 103.855492 -1.233388
1842 8535.953125 61846.777344 34637.406250 69.293396 -143.620575 174.259903
1843 21772.390625 45711.003906 49005.062500 -625.779358 296.144104 -374.808228
1844 64119.011719 23046.214844 10966.170898 306.240112 226.459183 187.967804
1845 2547.667236 49126.355469 15074.083008 70.270020 -97.766235 59.203274
1846 4806.020508 44232.699219 36975.984375 287.400208 125.140968 28.845631
1847 18700.994141 24500.552734 52715.398438 318.223572 -188.824112 118.399284
1848 23244.392578 34981.496094 20243.824219 -142.179855 -101.839104 91.801849
1849 3652.916992 32568.205078 3724.343750 -88.975845 -291.277191 166.606873
1850 46510.000000 67411.578125 26172.683594 225.064987 -55.188072 179.304611
1851 52553.738281 10298.955078 45940.539062 -32.809696 -94.404343 -202.877869
1852 26564.695312 59761.808594 52386.542969 -191.569138 -19.674192 12.828601
1853 19510.201172 72527.085938 12679.600586 -163.762009 275.518524 -214.199478
1854 59182.359375 46954.050781 35764.906250 21.862110 134.071426 -20.555681
1855 45259.578125 37599.460938 71685.093750 -582.415771 -24.514238 -45.402809
1856 51098.304688 70701.984375 11903.473633 -80.599777 -154.159195 109.552299
1857 17151.556641 9965.237305 20038.859375 76.851357 145.964722 109.101646
1858 5386.968262 21229.201172 65688.460938 240.076736 179.748123 97.888344
1860 29075.039062 61523.519531 44912.832031 97.523033 -171.698471 78.758667
1861 61283.671875 59718.808594 53424.027344 468.002563 91.178131 -197.161255
1862 26480.771484 70304.390625 73204.000000 -278.470459 71.727089 35.554611
1863 46070.539062 2983.916260 37830.972656 115.491295 -179.154388 101.455818
1865 43897.000000 49488.855469 27827.968750 -69.482620 35.547169 197.871933
1866 50681.589844 35731.718750 11957.070312 90.960846 -90.453583 13.914015
1867 69562.328125 7963.483887 36664.195312 -158.045593 120.801537 -82.585518
1868 19660.486328 45436.472656 50371.800781 101.165031 507.453613 -597.770203
1869 71228.101562 48653.527344 54016.703125 325.223816 387.940277 247.053375
1870 10070.458984 11366.729492 43245.878906 24.239733 162.364838 -337.158875
1871 29651.294922 23089.048828 55580.640625 -166.959930 -32.774086 -237.879898
1872 54881.820312 9990.258789 39430.484375 179.125153 -304.805298 -219.815109
1873 40579.144531 51764.484375 36204.515625 -72.450951 92.787689 98.366753
1874 56242.644531 22068.740234 14094.177734 194.522827 130.063965 123.983711
1875 8727.203125 50697.531250 66234.148438 238.866592 80.123703 -31.012297
1876 52779.488281 6062.439941 36576.238281 416.423676 -36.677696 -5.029828
1877 54815.308594 13995.642578 35503.652344 248.610916 -253.057236 55.101509
1878 16968.033203 49340.312500 57915.765625 40.269722 -29.801945 -245.952667
1879 26303.269531 11574.809570 13056.995117 -396.448822 -172.322678 -58.032425
1880 6982.642090 49239.984375 25771.462891 19.374746 -364.608398 152.963501
1881 9440.247070 11820.186523 24750.841797 68.832329 229.364960 74.509422
1882 13553.223633 43916.265625 26163.361328 -241.151810 -252.944794 339.125671
1883 34137.394531 41036.062500 65314.492188 -5.742952 -70.424660 -159.874420
1884 48152.527344 70597.687500 29482.146484 192.685135 -52.132183 251.099304
1885 24190.126953 66199.023438 69933.843750 -258.856384 156.888184 108.060753
1886 24859.673828 7442.061035 70730.484375 -7.117438 -165.003235 182.485336
1887 46443.628906 69458.796875 44021.218750 -339.619720 -304.468750 2.584171
1889 42896.914062 17446.078125 65030.875000 -119.294792 41.053185 -118.947319
1890 39577.398438 58032.246094 28665.876953 -160.655823 17.131636 157.308624
1891 31876.017578 70690.773438 71234.390625 -281.878448 406.236328 -209.182068
1892 18560.923828 71712.234375 7590.651855 -135.776993 361.012512 -346.653046
1893 18299.699219 32303.470703 70147.343750 -190.140701 35.994999 -64.395660
1894 18755.919922 44234.332031 68877.617188 -157.805328 154.181503 -186.144470
1895 68517.265625 19158.292969 71017.890625 104.191231 134.908630 92.244049
1896 39597.183594 47499.937500 25218.984375 -5.469182 108.057373 193.373550
1897 23678.570312 59175.390625 59533.691406 -273.120117 -201.442291 -178.003860
1898 2628.273438 43857.164062 30301.378906 228.122635 -82.226334 6.762491
1899 45964.699219 3069.374023 46496.667969 68.179474 -152.485336 -219.786606
1900 33712.492188 56005.605469 58922.566406 -253.703415 5.397887 -218.603363
1901 29430.156250 2395.766846 32112.824219 -71.846985 44.933659 253.330093
1902 73007.296875 68842.406250 36190.390625 -147.029465 19.470570 98.612495
1903 9600.037109 13285.070312 37859.789062 20.056095 147.682343 -412.770752
1904 61388.433594 63970.933594 48144.992188 186.772446 -18.952536 -32.894760
1905 11083.792969 37646.769531 62222.964844 -63.060566 -198.003647 -268.815979
1906 12069.115234 15726.338867 38410.308594 -108.451088 -107.070984 -179.481186
1908 40728.027344 22080.498047 1467.210938 24.375334 75.335007 -35.397827
1909 69982.375000 58015.050781 51301.558594 144.083588 256.235046 461.218597
1910 38121.292969 52174.289062 16942.509766 -23.875381 -5.439209 81.035217
1911 37491.664062 41148.996094 66729.390625 60.378864 -165.562042 -154.830170
1912 39560.539062 9679.628906 56048.699219 -109.011154 -40.328461 -174.174927
1913 14212.567383 62976.406250 47270.777344 68.469391 -316.604034 32.094051
1914 4206.287109 14280.985352 19483.787109 15.860779 335.753448 375.763763
1915 10787.045898 10847.718750 24005.289062 42.600246 249.494995 76.001244
1916 50020.339844 62148.394531 31929.900391 0.456158 221.563782 179.124084
1917 63704.171875 11944.240234 5129.674316 153.496338 238.467041 109.642517
1918 28270.931641 39015.226562 43068.105469 -632.059998 -55.339710 85.089226
1919 14143.150391 19030.236328 11640.523438 -108.878853 1.796393 -20.247314
1920 68953.195312 58993.015625 51706.410156 158.164688 10.807864 601.221741
1922 1454.011108 28398.203125 21786.457031 335.881775 -585.539490 -473.182159
1923 21257.699219 60397.371094 34615.605469 54.725716 -155.807541 205.206207
1924 41456.656250 13745.561523 63781.992188 -76.443352 6.270733 -84.570877
1925 54762.582031 20996.445312 19321.455078 280.643433 15.161731 50.881927
1926 62138.085938 6193.861328 273.877991 -8.649469 140.007858 8.090842
1927 38832.214844 55079.503906 7344.554688 -81.669449 36.653561 4.093325
1928 31343.244141 3066.897949 34064.179688 138.356613 -143.037949 12.124840
1929 52627.375000 31630.042969 717.627136 -33.648872 -231.368103 43.579620
1930 59756.402344 62723.839844 22910.119141 53.079147 173.528137 167.878159
1931 45750.750000 2520.196777 5051.909668 -1.547794 24.173128 -151.395111
1932 45714.386719 63990.777344 37787.136719 -149.235840 223.831100 142.512390
1933 50000.472656 40267.683594 67866.328125 -140.348923 -103.976921 105.330589
1934 71345.257812 73189.328125 36908.695312 -119.922279 31.410917 60.522438
1935 15315.335938 19723.603516 29054.218750 -32.719978 20.642813 -169.377243
1936 834.569824 2260.809814 27569.882812 74.738060 288.869202 163.307205
1937 10444.747070 43168.500000 31665.869141 27.523418 -189.360886 135.358780
1938 52358.351562 36636.765625 72383.882812 -156.580551 -55.472649 -90.485901
1939 35450.582031 37150.441406 37013.691406 -176.849655 128.395218 208.726151
1940 60366.691406 63264.269531 57480.750000 248.777832 -53.918221 -365.949982
1941 63279.628906 2045.955688 42076.472656 -106.016937 -169.418823 -201.141418
1942 21676.523438 20994.837891 26814.082031 -249.721054 -194.986008 171.894577
1943 42988.289062 24732.992188 67843.937500 -259.380829 -89.046761 37.638512
1944 7526.797852 20875.001953 22369.339844 -410.965149 43.325039 68.428528
1945 68899.429688 71285.273438 42420.628906 -169.377319 23.304789 7.940049
1946 69418.906250 70353.796875 49706.921875 -212.963409 -181.912506 -61.243626
1947 73946.218750 5167.285645 31344.082031 71.342590 333.616150 152.091187
1948 59794.558594 10828.992188 56752.488281 -62.807655 -32.687431 -157.572830
1949 47863.707031 67303.085938 65078.210938 -116.614189 18.478174 -194.495804
1950 74087.671875 30403.531250 11572.012695 285.604553 -595.361633 118.048622
1951 52103.589844 35437.894531 26429.347656 -2.750743 -4.177491 -46.127834
1952 26948.636719 51960.125000 7400.690430 -223.115570 4.180675 -84.160019
1953 37853.269531 31077.445312 51779.195312 -128.368774 109.991676 -21.558207
1954 9352.422852 17227.835938 37888.585938 183.960419 -186.092499 -252.106735
1955 63832.921875 3273.677979 38963.917969 -217.357819 38.043068 2.297724
1956 67123.929688 56449.941406 17913.619141 17.928616 10.792402 202.786942
1957 749.837891 12566.838867 23028.373047 130.842300 540.776428 230.297989
1958 18784.705078 45561.921875 68807.093750 -146.390335 161.391052 -145.587418
1959 37341.917969 58011.917969 28630.853516 78.157387 1.885898 302.333984
1960 7523.431641 46646.449219 28185.951172 88.876678 -204.610229 88.196350
1961 34801.390625 62628.992188 61857.089844 -234.455276 76.926048 -143.468063
1962 24785.488281 50668.414062 46095.652344 -504.307220 -147.473740 333.991119
1963 59995.710938 10474.416992 11807.206055 -4.496813 168.421768 169.623917
1964 40547.359375 19055.644531 3730.946045 13.964668 2.176453 -59.554886
1965 35111.472656 20164.212891 55774.382812 -36.772266 -19.558149 -214.201355
1966 48753.671875 58334.242188 27434.634766 27.966297 63.290440 235.826263
1967 14893.382812 37409.589844 36001.062500 198.648209 73.137527 -11.633428
1969 1175.100342 45611.460938 14319.440430 91.453690 -122.017639 38.307755
1970 23994.718750 63658.949219 23953.085938 -34.131535 236.942291 229.352142
1971 13075.345703 58962.597656 57270.933594 51.117363 -357.782440 -52.455379
1972 13282.348633 45022.507812 32544.550781 50.911064 -384.444946 227.618286
1973 16764.798828 42838.726562 32646.759766 -83.799301 43.918339 234.981613
1974 50349.949219 58435.617188 41568.710938 -34.698719 214.375793 6.128312
1975 8154.574707 31594.078125 3052.236328 -204.074265 -238.699219 -55.417896
1976 67136.359375 58923.832031 53689.566406 678.313599 132.135300 -329.218567
1978 43990.144531 11413.280273 48037.949219 -14.392352 -128.700760 -95.980736
